hgnc_symbol,uniprotswissprot
EMC4,Q5J8M3
ECH1,""
GCH1,P30793
ANKRD36B,Q8N2N9
ANKRD36B,""
NEK11,Q8NG66
ZAP70,P43403
LYPD1,Q8N2G4
EMC4,""
LYPD1,""
SMNDC1,O75940
SMNDC1,""
TFEC,O14948
ITSN1,Q15811
ITSN1,""
TFEC,""
DUSP5,Q16690
TFAP2D,Q7Z6R9
TRIM59-IFT80,""
DLK1,""
STRBP,Q96SI9
RNF144B,Q7Z419
ABHD2,""
ZNF562,Q6V9R5
PRSS37,A4D1T9
SLC2A11,Q9BYW1
ZNF562,""
DDX18,Q9NVP1
SLC2A11,""
PRSS37,""
PXDC1,""
PXDC1,Q5TGL8
DDX18,""
COL24A1,Q17RW2
PTPRA,P18433
FBXL12,""
MTPAP,Q9NVV4
DLK1,P80370
COL24A1,""
MTPAP,""
TNFSF10,P50591
FBXL12,Q9NXK8
TNFSF10,""
GPX7,Q96SL4
ANXA8,""
RANBP17,""
DDX19B,""
HNRNPL,""
FXN,""
SPOCK3,Q9BQ16
ABHD2,P08910
FXN,Q16595
SMYD1,Q8NB12
SMYD1,""
HNRNPL,P14866
PHC3,""
FLNA,""
HIBADH,P31937
FTMT,Q8N4E7
EHD2,Q9NZN4
IYD,Q6PHW0
SPOCK3,""
HIBADH,""
RAD21L1,Q9H4I0
TJP2,""
EHD2,""
ANXA8,P13928
IYD,""
RAD21L1,""
ZNF831,Q5JPB2
MAP4K2,Q12851
NT5C1B-RDH14,""
SLC22A16,""
SLC22A16,Q86VW1
LCOR,""
LCOR,Q96JN0
DDO,Q99489
POTEG,Q6S5H5
RLBP1,P12271
NXPH2,O95156
RLBP1,""
DDO,""
RDH14,Q9HBH5
RINL,Q6ZS11
RINL,""
OR4N2,""
OR4N2,Q8NGD1
NSG2,Q9Y328
MFAP3L,O75121
WRNIP1,Q96S55
NSG2,""
ARMC10,Q8N2F6
MFAP3L,""
SERPINB1,P30740
TMEM88,""
TMEM88,Q6PEY1
ARMC10,""
CYB5D1,Q6P9G0
KIFBP,""
CYB5D1,""
MAP4K2,""
NOP53,Q9NZM5
KIFBP,Q96EK5
TRAPPC1,Q9Y5R8
TRAPPC1,""
NOP53,""
TTC28,Q96AY4
ZNF552,""
TTC28,""
ZNF552,Q9H707
GSTT4,""
GSTT4,A0A1W2PR19
PARP12,Q9H0J9
DDX19B,Q9UMR2
PHC3,Q8NDX5
ZNF587B,""
ZNF587B,E7ETH6
BPIFC,Q8NFQ6
BPIFC,""
PARP12,""
CNTROB,""
SLC44A3,Q8N4M1
ZNF587,Q96SQ5
EHD1,Q9H4M9
EHD1,""
ZNF417,""
ZNF417,Q8TAU3
KLHL2,O95198
KLHL2,""
SLC44A3,""
CBFA2T2,O43439
ZNF256,Q9Y2P7
ZNF256,""
RPP30,P78346
MAP3K20,Q9NYL2
PODXL,""
ATP5PO,""
PPP2R5B,""
C19orf18,Q8NEA5
KCTD17,Q8N5Z5
KCTD17,""
CBFA2T2,""
ACTL10,Q5JWF8
RPP30,""
MAP3K20,""
SLC25A4,P12235
SLC25A4,""
TMEM185B,Q9H7F4
PPP2R5B,Q15173
ADM2,Q7Z4H4
NEBL,""
PODXL,O00592
CNTROB,Q8N137
GPHA2,Q96T91
GPHA2,""
ATP5PO,P48047
MAJIN,""
PXYLP1,""
ZNF558,Q96NG5
MBD3L1,Q8WWY6
PKN2,""
DNAJB14,Q8TBM8
MAJIN,Q3KP22
MUC16,""
MON2,""
MON2,Q7Z3U7
SIRT2,""
BATF2,Q8N1L9
PXYLP1,Q8TE99
BATF2,""
NEBL,O76041
DDX19A,""
IL4I1,Q96RQ9
MIOX,Q9UGB7
DNAJB14,""
PKN2,Q16513
DYNC2I1,Q8WVS4
GUCY2D,Q02846
DYNC2I1,""
ARL2,P36404
SERPINB6,P35237
IL4I1,""
SERPINB6,""
SIRT2,Q8IXJ6
DDX19A,Q9NUU7
MIOX,""
FNDC3B,Q53EP0
STON1-GTF2A1L,""
CDC42BPG,Q6DT37
SOWAHC,Q53LP3
MKRN1,Q9UHC7
OR52R1,Q8NGF1
SIGLEC11,Q96RL6
OR51G1,Q8NGK1
OR51A2,Q8NGJ7
OR52E1,""
SIGLEC11,""
MKRN1,""
ST3GAL2,Q16842
NCK2,O43639
NCK2,""
ALOX15B,""
ABCD3,P28288
ABCD3,""
ALOX15B,O15296
NFKBIB,""
HBB,P68871
KLRG2,A4D1S0
FLNA,P21333
TJP2,Q9UDY2
NFKBIB,Q15653
HBB,""
MRPL39,Q9NYK5
PLCG1,P19174
NR3C1,P04150
MRPL39,""
CCER2,""
CCER2,I3L3R5
DRC1,Q96MC2
HBD,""
HBD,P02042
DRC1,""
NR3C1,""
ALOX12B,O75342
ALOX12B,""
MROH7-TTC4,""
HBG2,P69892
GPLD1,P80108
HBG2,""
FCSK,""
PLCG1,""
CLTRN,Q9HBJ8
CLTRN,""
DOCK1,Q14185
HES7,Q9BYE0
DOCK1,""
HES7,""
HBE1,P02100
OR51B4,Q9Y5P0
GET1,""
TMEM107,Q6UX40
OR51B6,Q9H340
GET1,O00258
TMEM107,""
OR51Q1,Q8NH59
OR52D1,Q9H346
PEDS1-UBE2V1,""
BORCS6,Q96GS4
FNDC3B,""
UBQLN3,Q9H347
UBQLN3,""
UBQLNL,Q8IYU4
UBQLNL,""
GNAI1,P63096
OR52B6,Q8NGF0
BTNL8,Q6UX41
DAZAP2,Q15038
RXFP1,""
MGAT4A,Q9UM21
RPL10,""
PEDS1,A5PLL7
RPL10,P27635
PEDS1,""
DAZAP2,""
GNAI1,""
ZZZ3,Q8IYH5
CFAP43,Q8NDM7
EGFL7,Q9UHF1
SARS2,Q9NP81
MGAT4A,""
CFAP43,""
ZZZ3,""
EGFL7,""
SARS2,""
RXFP1,Q9HBX9
SMC1A,""
SMC1A,Q14683
DIPK1B,Q5VUD6
DLX6,P56179
TRIM6,Q9C030
DLX6,""
ALDH5A1,""
PTPN1,""
GJB4,Q9NTQ9
BTNL8,""
GNGT1,""
FCSK,Q8N0W3
PTPN1,P18031
DMRTA2,Q96SC8
GNGT1,P63211
LCN10,""
ALDH5A1,P51649
HIVEP3,Q5T1R4
TWIST2,Q8WVJ9
MRPS12,O15235
HSPA12A,O43301
HSPA12A,""
CSRP2,Q16527
CSRP2,""
TRIM6,""
AURKB,Q96GD4
LCN10,Q6JVE6
SLC5A11,Q8WWX8
SF3B3,""
FBXO17,Q96EF6
SLC5A11,""
AURKB,""
SOCS2,O14508
FBXO17,""
TDP2,""
LCN6,""
TDP2,O95551
SOCS2,""
SRC,P12931
SRC,""
ACOT13,Q9NPJ3
MYOZ1,Q9NP98
SYNPO2L,Q9H987
NPAS2,Q99743
LGALS7B,P47929
NPAS2,""
SYNPO2L,""
PFAS,""
LCN6,P62502
LGALS7,P47929
LGALS7,""
NXT1,Q9UKK6
GZF1,Q9H116
GZF1,""
TRIM6-TRIM34,""
LCN15,Q6UWW0
OR56B1,Q8NGI3
OR52E6,Q96RD3
OR52E6,""
HBG1,P69891
HBG1,""
TMEM141,Q96I45
MRGPRG,Q86SM5
MRGPRE,Q86SM8
SF3B3,Q15393
LIFR,P42702
BCAR3,O75815
LIFR,""
VRK3,Q8IV63
VRK3,""
ASAH1,Q13510
SI,P14410
SI,""
CCDC183,Q5T5S1
NAPB,Q9H115
CCDC183,""
ZNF827,""
NAPB,""
EEA1,Q15075
EEA1,""
PFAS,O15067
BARHL2,Q9NY43
TBC1D7,Q9P0N9
CSTL1,Q9H114
ZNF827,Q17R98
RPL22L1,Q6P5R6
RPL22L1,""
CST11,Q9H112
CNN3,Q15417
SEC24C,P53992
GHRH,P01286
ZNF473,""
SEC24C,""
CNN3,""
ARHGAP17,Q68EM7
TBC1D7,""
SLC25A35,Q3KQZ1
SLC9A6,Q92581
NEDD4L,Q96PU5
ARHGAP17,""
ZNF473,Q8WTR7
FUT11,Q495W5
RABL6,Q3YEC7
NEDD4L,""
SPATA16,Q9BXB7
CHCHD1,""
SPATA16,""
SLC9A6,""
DCHS2,Q6V1P9
CHCHD1,Q96BP2
RANGRF,Q9HD47
RABL6,""
RIC8B,""
ATP1B3,""
RIC8B,Q9NVN3
FHL2,Q14192
ARHGEF15,""
ASPDH,A6ND91
ASAH1,""
ATP1B3,P54709
ASPDH,""
EPM2A,""
PHPT1,Q9NRX4
ZNF195,""
ARHGEF15,O94989
CDKN2AIP,Q9NXV6
ZNF195,O14628
SBF1,O95248
LRRC4B,Q9NT99
CDKN2AIP,""
LRRC4B,""
FHL2,""
SYT3,""
ZFP42,Q96MM3
EPM2A,O95278
DEFA5,Q01523
ODF4,Q2M2E3
ODF4,""
POT1,Q9NUX5
SBF1,""
VAV3,Q9UKW4
POT1,""
SYT3,Q9BQG1
FIG4,""
E2F7,Q96AV8
C19orf81,C9J6K1
C19orf81,""
E2F7,""
VAV3,""
GPR32,O75388
RPL26,P61254
MAMDC4,Q6UXC1
RPL26,""
GMPS,P49915
POTEC,""
KLK1,P06870
PTPN4,P29074
TMTC3,""
RASA1,P20936
MAMDC4,""
ZSWIM8,""
KLK1,""
PTPN4,""
GLYATL1B,A0A0U1RQE8
POTEC,B2RU33
FAM111B,Q6SJ93
EEFSEC,P57772
MEF2D,Q14814
EEFSEC,""
ZSWIM8,A7E2V4
ZFP14,Q9HCL3
ZFP14,""
MEF2D,""
FAM111B,""
EDF1,O60869
RASA1,""
WWC2,Q6AWC2
CCDC42,Q96M95
ZFP82,""
WWC2,""
SAMTOR,Q1RMZ1
IQGAP3,Q86VI3
CCDC42,""
SAMTOR,""
IQGAP3,""
MFSD6L,Q8IWD5
ZFP82,Q8N141
SLC2A2,P11168
TTC24,A2A3L6
STK26,""
TMTC3,Q6ZXV5
HAPLN2,Q9GZV7
HAPLN2,""
ZNF260,Q3ZCT1
GPATCH4,Q5T3I0
STK26,Q9P289
GPATCH4,""
TLCD4,Q96MV1
ANKRD30B,""
TLCD4,""
DTX4,Q9Y2E6
PIK3R6,Q5UE93
ZNF529,""
SLC2A2,""
ANKRD30B,Q9BXX2
MRPL22,Q9NWU5
MSRA,Q9UJ68
RAP2C,""
LRRC8D,""
MPEG1,Q2M385
MRPL22,""
LRRC8D,Q7L1W4
RAP2C,Q9Y3L5
SLITRK3,O94933
ZNF529,Q6P280
PIK3R6,""
MSRA,""
TXNDC2,""
SLITRK3,""
FIG4,Q92562
IMP4,Q96G21
IMP4,""
ENTR1,Q96C92
CDPF1,""
TXNDC2,Q86VQ3
S1PR1,""
COL26A1,Q96A83
S1PR1,P21453
WSCD2,Q2TBF2
NDST2,P52849
NTN1,O95631
HIPK4,Q8NE63
NTN1,""
TTPA,P49638
ENTR1,""
NDST2,""
SERTAD1,Q9UHV2
WSCD2,""
CDPF1,Q6NVV7
INPP5E,Q9NRR6
C10orf71,Q711Q0
PLP1,""
HPGD,P15428
INPP5E,""
YTHDF3,""
HPGD,""
PSG6,Q00889
GMPR,P36959
PSG6,""
TIMM23,O14925
TMEM232,C9JQI7
TMEM232,""
VAPA,Q9P0L0
MSMB,P08118
SYCN,Q0VAF6
UBD,O15205
STX8,Q9UNK0
STX8,""
MSMB,""
SLC5A8,Q8N695
MOG,""
VAPA,""
PLP1,P60201
YTHDF3,Q7Z739
SERHL2,""
PIEZO2,""
FSD1L,""
TCEAL2,Q9H3H9
BEX5,Q5H9J7
TCEAL6,Q6IPX3
CFAP54,""
VPS26A,O75436
FSD1L,Q9BXM9
AARS1,P49588
CFAP54,Q96N23
VPS26A,""
AARS1,""
CLEC17A,Q6ZS10
VWA5A,O00534
NPIPB5,""
PI15,O43692
CFAP52,Q8N1V2
CLEC17A,""
TAL2,Q16559
EEF2K,""
MOSMO,""
CFAP52,""
GDAP1,""
PDZD9,Q8IXQ8
ARHGAP29,""
GDAP1,Q8TB36
ARHGAP29,Q52LW3
GBA3,Q9H227
GBA3,""
NPIPB4,""
ATP6V0A4,Q9HBG4
METTL9,""
XKR5,""
ATP6V0A4,""
DEFA1B,P59665
VWA5A,""
LRP1B,Q9NZR2
IGSF21,Q96ID5
NUP37,Q8NFH4
LRP1B,""
FAM90A19,""
NUP37,""
FAM90A7,""
SUPV3L1,Q8IYB8
TMEM170A,Q8WVE7
NPIPB11,""
FAM90A10,""
TALDO1,""
CDK20,Q8IZL9
COA7,Q96BR5
TMEM170A,""
PRR23D1,E9PI22
TRAPPC11,Q7Z392
KCNJ3,""
SUPV3L1,""
SERHL2,Q9H4I8
DEFB107B,Q8IZN7
DEFB106B,Q8N104
DEFB104B,Q8WTQ1
CHST6,Q9GZX3
DEFB103B,P81534
KCNJ3,P48549
NEFL,P07196
OLFML3,Q9NRN5
TRAPPC11,""
DEFB4B,O15263
SCX,Q7RTU7
OLFML3,""
TMEM177,Q53S58
GABARAPL2,""
ATP5MGL,Q7Z4Y8
TMEM177,""
USP17L4,""
USP17L1,""
FAM90A20,""
FAM90A3,""
GABARAPL2,P60520
A4GALT,Q9NPC4
TKTL2,Q9H0I9
HKDC1,Q2TB90
FAM90A23,""
GCLM,P48507
TERF2IP,Q9NYB0
TERF2IP,""
DUXB,A0A1W2PPF3
NWD2,Q9ULI1
USP17L7,""
ZNF705D,""
CPHXL,A0A1W2PPM1
TALDO1,P37837
DEFB130B,P0DP73
USP43,Q70EL4
DEFB134,Q4QY38
NPY2R,P49146
USP43,""
DEFB135,Q30KP9
GATD1,""
DEFB136,Q30KP8
TGFBR3,""
MOG,Q16653
CTSB,P07858
SLC12A6,Q9UHW9
CTSB,""
SLC12A6,""
TSPAN15,O95858
PIEZO2,Q9H5I5
TSPAN15,""
LTA4H,P09960
ALDH7A1,""
TEAD2,Q15562
AMFR,Q9UKV5
AMFR,""
GLP2R,""
ALDH7A1,P49419
NCAPG2,""
FAM241B,Q96D05
TGFBR3,Q03167
FAM241B,""
FDFT1,""
FDFT1,P37268
GATD1,Q8NB37
PTPN18,Q99952
GLP2R,O95838
AGTPBP1,Q9UPW5
PTCHD3,""
ARFGAP3,Q9NP61
OGFOD1,""
TEAD2,""
ARFGAP3,""
PTPN18,""
RCVRN,P35243
LTA4H,""
AGTPBP1,""
CCDC178,""
JOSD2,Q8TAC2
CEND1,Q8N111
JOSD2,""
KIAA1958,Q8N8K9
MEIOSIN,C9JSJ3
ZFP37,Q9Y6Q3
RAX2,Q96IS3
SLC28A2,""
ZNF724,A8MTY0
ZNF724,""
DLG5,""
GATA4,P43694
OGFOD1,Q8N543
MSANTD3,Q96H12
MGAT5,Q09328
MYH13,Q9UKX3
GATA4,""
MSANTD3,""
ZNF43,P17038
BLK,P51451
ZNF43,""
OLFM1,""
FAM167A,""
C2orf80,""
SLC35G5,Q96KT7
SLC28A2,O43868
MTMR9,Q96QG7
MTMR9,""
XKR6,""
PINX1,Q96BK5
PINX1,""
NTN4,Q9HB63
C5orf47,Q569G3
MED26,O95402
SOX7,Q9BT81
HLA-F,P30511
NTN4,""
RP1L1,""
C2orf80,Q0P641
MED26,""
NKX2-5,P52952
OLFM1,Q99784
C8orf74,""
NKX2-5,""
PIN1,""
ADRA1B,""
NCAPG2,Q86XI2
PIN1,Q13526
PHTF1,""
HLA-F,""
ADRA1B,P35368
PHTF1,Q9UMS5
PTGER4,P35408
DLG5,Q8TDM6
PRSS55,""
PRSS51,""
ARHGEF37,""
EFCAB10,""
MYH8,P13535
TNKS,O95271
ARHGEF37,A1IGU5
TNKS,""
FARSB,Q9NSD9
EFCAB10,A6NFE3
NFXL1,Q6ZNB6
GATM,P50440
PPP1R3B,Q86XI6
F3,P13726
ERI1,""
GATM,""
KARS1,Q15046
CLEC2L,P0C7M8
MFHAS1,""
CLEC2L,""
KARS1,""
CLDN23,Q96B33
ZCCHC7,Q8N3Z6
ZCCHC7,""
PRAG1,""
HNMT,P50135
SYT8,""
TMEM14B,""
MYH4,Q9Y623
NLN,Q9BYT8
FAM90A9,""
NLN,""
FAM90A17,""
FAM90A16,""
AFG2B,Q9BVQ7
USP17L2,""
ZNF705G,""
PRR23D2,""
XRCC1,P18887
AFG2B,""
XRCC1,""
DEFB107A,Q8IZN7
DEFB105A,Q8NG35
DEFB106A,Q8N104
NIPAL1,Q6NVV3
DEFB104A,Q8WTQ1
MAN1A2,O60476
NIPAL1,""
MAN1A2,""
SPAG11A,""
SPAG11A,Q6PDA7
ACBD5,""
PRKACG,P22612
ERVMER34-1,Q9H9K5
SLC30A4,O14863
LPAR3,Q9UBY5
DEFB103A,P81534
CCDC178,Q5BJE1
RHBDF1,Q96CC6
SYT8,Q8NBV8
RASL11B,Q9BPW5
DEFB4A,O15263
DRD1,P21728
RHBDF1,""
ZNF705B,""
USP17L8,""
USP17L3,""
FAM86B2,""
CTTNBP2NL,Q9P2B4
CTTNBP2NL,""
CYB5R3,""
CYB5R3,P00387
ADAD1,""
SSBP1,Q04837
MYH1,P12882
ACBD5,Q5T8D3
CIMAP3,Q8TCI5
LONRF1,""
KATNAL2,""
TNNI2,P48788
SSBP1,""
TNNI2,""
KATNAL2,Q8IYT4
BLOC1S6,""
COPS8,Q99627
SIL1,Q9H173
COPS8,""
TSPAN2,O60636
ADAD1,Q96M93
TSPAN2,""
SIL1,""
MC5R,P33032
TXN2,""
NPRL3,""
TMEM14B,Q9NUH8
APELA,P0DMC3
BLOC1S6,Q9UL45
TRMT9B,""
TRMT9B,Q9P272
TXN2,Q99757
TRIM60,Q495X7
TRIM60,""
DLC1,""
MBD2,Q9UBB5
MBD2,""
OR5P2,Q8WZ92
OR5P3,Q8WZ94
HIPK2,Q9H2X6
OR10A6,Q8NH74
HIPK2,""
OR10A3,P58181
AGPAT5,Q9NUQ2
NPRL3,Q12980
AGPAT5,""
CNOT6,Q9ULM6
NLRP10,Q86W26
NLRP10,""
TAS2R3,Q9NYW6
CNOT6,""
DEFB1,P60022
DEFA6,Q01524
HBZ,""
CFAP221,""
KIF11,""
NEURL1B,A8MQ27
DEFA4,P12838
AMTN,Q6UX39
HBZ,P02008
DEFA1,P59665
MYH2,Q9UKX2
WDR18,Q9BV38
WDR18,""
KIF11,P52732
AIFM2,Q9BRQ8
HBM,Q6B0K9
DEFA3,""
TSPAN12,O95859
TSPAN12,""
ENAM,Q9NRM1
CFAP221,Q4G0U5
DEFB105B,Q8NG35
ENAM,""
HBA2,P69905
SPAG11B,Q08648
SPAG11B,""
UTP3,Q9NQZ2
HBA2,""
DEFB108C,""
RUFY3,""
DEFB109B,""
DEFB109D,""
DEFB109C,""
FAM90A12,""
FAM86B1,""
POLI,Q9UNA4
HBA1,P69905
POLI,""
HBA1,""
BRI3,O95415
SLC39A4,Q6P5W5
MAK,P20794
BRI3,""
NR2C2AP,Q86WQ0
HBQ1,P09105
MAK,""
DDX28,Q9NUL7
NR2C2AP,""
SQOR,Q9Y6N5
SQOR,""
PRX,""
PRX,Q9BXM0
GCM2,O75603
AKR1B15,C9JRZ8
PPA1,Q15181
ZFP57,Q9NU63
PPA1,""
ZFP57,""
MYH2,""
TYSND1,Q2T9J0
FOXRED2,Q8IWF2
FOXRED2,""
USP50,Q70EL3
USP50,""
IZUMO1,Q8IYV9
NSMCE4A,Q9NXX6
C18orf54,Q8IYD9
C18orf54,""
IZUMO1,""
FGF21,Q9NSA1
TRPM7,""
WTAP,Q15007
WTAP,""
RUFY3,Q7L099
HPS6,Q86YV9
SLC35A3,""
STARD6,""
STARD6,P59095
KRTAP5-6,Q6L8G9
KRTAP5-4,Q6L8H1
SLC35A3,Q9Y2D2
TNIK,Q9UKE5
KRTAP5-5,""
ACAT2,Q9BWD1
SLC25A22,Q9H936
OOSP1,""
OOSP4A,A0A2R8YFL7
SLC25A22,""
OOSP4B,A0A2R8Y4Y8
MYH3,P11055
ZFYVE16,Q7Z3T8
SLC37A3,""
NONO,Q15233
LSP1,P33241
OOSP2,Q86WS3
OOSP2,""
MS4A3,Q96HJ5
IFITM10,""
MS4A3,""
NONO,""
LDB1,Q86U70
ZFYVE16,""
USP17L10,C9JJH3
SCO1,O75880
USP17L11,C9JVI0
SCO1,""
LDB1,""
LSP1,""
USP17L12,C9JPN9
USP17L13,C9JLJ4
USP17L17,D6RBQ6
USP17L18,D6R9N7
ADPRM,Q3LIE5
SLC37A3,Q8NCC5
USP17L23,D6RBM5
USP17L5,A8MUK1
USP17L27,Q0WX57
USP17L28,Q0WX57
USP17L29,Q0WX57
USP17L30,Q0WX57
ADPRM,""
USP17L20,D6RJB6
USP17L21,D6R901
TNIK,""
USP17L22,D6RA61
BTNL3,Q6UXE8
TASL,Q9HAI6
USP17L24,Q0WX57
USP17L25,Q0WX57
USP17L26,Q0WX57
USP17L19,D6RCP7
TMEM220,""
GIMD1,P0DJR0
NAALADL2,""
PRR33,""
TMEM220,Q6QAJ8
SOX30,O94993
NAALADL2,Q58DX5
PPRC1,""
SOX30,""
TRPM7,Q96QT4
PIRT,P0C851
NUDT6,""
NUDT6,P53370
PCYT1B,Q9Y5K3
PPRC1,Q5VV67
PCYT1B,""
SHISA6,Q6ZSJ9
TCP1,P17987
SFXN1,""
SHISA6,""
POLA1,""
PNPLA2,Q96AD5
TCP1,""
MESD,Q14696
IL2,P60568
SFXN1,Q9H9B4
DNAH9,""
MESD,""
CRACR2B,""
CFAP161,""
NOLC1,Q14978
BCAT2,O15382
C5orf52,A6NGY3
CFAP161,Q6P656
KIF4B,Q2VIQ3
MRPL18,Q9H0U6
CHSY3,Q70JA7
CRACR2B,Q8N4Y2
PNLDC1,Q8NA58
NOLC1,""
C5orf46,Q6UWT4
RAP1GDS1,""
BOP1,Q14137
BCAT2,""
BOP1,""
PNLDC1,""
SOWAHA,Q2M3V2
HSD17B14,""
ELOVL3,Q9HB03
SPIRE1,Q08AE8
EIF3D,O15371
EIF3D,""
RAP1B,P61224
SPIRE1,""
CPED1,A4D0V7
CPED1,""
RAPGEF4,Q8WZA2
RAPGEF4,""
POLA1,P09884
RPL7L1,Q6DKI1
NAT1,P18440
ELF1,""
SLC28A1,O00337
HSD17B14,Q9BPX1
PITRM1,""
RPL7L1,""
NAT1,""
RAP1B,""
ARX,Q96QS3
ARX,""
C6orf226,Q5I0X4
DHDH,Q9UQ10
DHDH,""
PTCRA,Q6ISU1
ELF1,P32519
PTCRA,""
ZNF585A,""
ZNG1C,Q5JTY5
GNMT,Q14749
ZNF585A,Q6P3V2
ZNG1C,""
MIB1,Q86YT6
WBP4,O75554
SLC45A4,Q5BKX6
SLC45A4,""
LUC7L2,Q9Y383
MTCL1,Q9Y4B5
MTCL1,""
LUC7L2,""
PCDH9,Q9HC56
PCDH9,""
PEX6,Q13608
ZNF585B,Q52M93
MOS,P00540
ZNF585B,""
SLC28A1,""
PLAG1,Q6DJT9
USP44,Q9H0E7
USP44,""
TMEM200C,A6NKL6
SPATA31A5,Q5VU36
CD151,""
SEPTIN10,""
GRP,P07492
SEPTIN10,Q9P0V9
CHCHD7,Q9BUK0
GRP,""
RAX,Q9Y2V3
ZNF792,Q3KQV3
ZNF792,""
RAP1GDS1,P52306
CD151,P48509
DHX36,Q9H2U1
RAX,""
UBE3A,""
MYO1G,""
CPLX4,""
DHX36,""
CPLX4,Q7Z7G2
CHCHD7,""
POLR2L,P62875
PITRM1,Q5JRX3
FKTN,""
TBR1,Q16650
TBR1,""
SUN2,""
COX18,Q8N8Q8
LGI4,Q8N135
FIGN,""
LGI4,""
COX18,""
LMAN1,P49257
FIGN,Q5HY92
TNNT3,P45378
DNAH9,Q9NYC9
MYO1G,B0I1T2
TNNT3,""
FKTN,O75072
SEPTIN8,Q92599
SUN2,Q9UH99
CCBE1,Q6UXH8
SEPTIN8,""
CCBE1,""
MYOZ2,Q9NPC6
FXYD7,""
FXYD7,P58549
MOB1B,""
MOB1B,Q7L9L4
AKR1D1,P51857
AGL,P35573
MAP2K4,""
RBM19,Q9Y4C8
ODAPH,""
ODAPH,Q17RF5
AKR1D1,""
RBM19,""
SFTPD,P35247
SFTPD,""
LRRC10,Q5BKY1
FBXO10,Q9UK96
FBXO10,""
MAP2K4,P45985
PIWIL3,Q7Z3Z3
ATP23,Q9Y6H3
PIWIL3,""
ATP23,""
AMDHD1,Q96NU7
AMDHD1,""
HMGB2,P26583
TOMM5,""
RFPL2,O75678
TOMM5,Q8N4H5
HMGB2,""
TMEM254,Q8TBM7
MRPL23,Q16540
RFPL2,""
SAP30,O75446
MRPL23,""
SCRG1,O75711
PHLDA2,Q53GA4
SCRG1,""
ADAM23,O75077
SLC14A1,""
ADAM23,""
HAND2,""
ING3,Q9NXR8
TMEM254,""
FARSA,Q9Y285
FARSA,""
HAND2,P61296
ING3,""
PPP2R5D,Q14738
TAS2R5,Q9NYW4
MED28,Q9H204
TMEM229A,B2RXF0
MED28,""
PPP2R5D,""
FRMPD1,Q5SYB0
FRMPD1,""
BPGM,P07738
CHID1,Q9BWS9
TMEM163,Q8TC26
PAH,P00439
PAH,""
BPGM,""
CHID1,""
RAD23A,""
P2RX6,O15547
FAM184B,Q9ULE4
SLC14A1,Q13336
CPEB4,Q17RY0
NFATC3,""
CPEB4,""
MEA1,""
MACROH2A2,""
AGL,""
NFATC3,Q12968
MEA1,Q16626
MACROH2A2,Q9P0M6
ARHGEF9,O43307
ARHGEF9,""
NOPCHAP1,Q8N5I9
RAD23A,P54725
NOPCHAP1,""
NDST1,""
RRP36,Q96EU6
RRP36,""
SLC6A17,Q9H1V8
TRMT10B,Q6PF06
NPFFR1,Q9GZQ6
SIGLEC15,Q6ZMC9
GADD45GIP1,Q8TAE8
KCNJ5,P48544
SIGLEC15,""
P2RX6,""
SUDS3,Q9H7L9
NCAPG,Q9BPX3
NCAPG,""
TRMT10B,""
TMEM150B,""
MYF5,P13349
NDST1,P52848
MLLT10,""
PSTPIP2,Q9H939
TAS2R7,Q9NYW3
EXOSC3,""
TAS2R8,Q9NYW2
BBS10,Q8TAM1
EXOSC3,Q9NQT5
KLC4,Q9NSK0
TAS2R9,Q9NYW1
NOCT,Q9UK39
NOCT,""
SLC16A8,O95907
C11orf65,Q8NCR3
RNPC3,Q96LT9
TMEM150B,A6NC51
ESRP2,Q9H6T0
RNPC3,""
TMEM121B,Q9BXQ6
PRR4,Q16378
ZCCHC18,P0CG32
MGARP,Q8TDB4
IL17RA,""
C11orf65,""
CRADD,""
KATNAL1,Q9BW62
ESRP2,""
KATNAL1,""
LY75-CD302,""
CRADD,P78560
PRR4,""
DCAF10,""
DCAF10,Q5QP82
PLA2G15,Q8NCC3
PAGE5,Q96GU1
NDUFC1,O43677
PAGE5,""
CCDC60,""
TAS2R10,Q9NYW0
SNX7,""
KMT5C,Q86Y97
TAS2R13,Q9NYV9
SNX7,Q9UNH6
MECOM,Q03112
SLC25A51,Q9H1U9
PRH2,P02810
PLA2G15,""
SEC22B,O75396
AGK,""
CCDC60,Q8IWA6
SEC22B,""
TAS2R14,Q9NYV8
MECOM,""
KMT5C,""
SHB,Q15464
UBE2L5,A0A1B0GUS4
RNF130,""
TAS2R50,P59544
TAS2R20,P59543
TAS2R19,P59542
TAS2R31,P59538
CRYAB,P02511
TAS2R46,P59540
TMEM272,""
TAF7L,Q5H9L4
RNF130,Q86XS8
TAS2R43,P59537
CRYAB,""
TMEM272,A0A1B0GTI8
PTGFRN,Q9P2B2
NDUFC1,""
TAS2R45,""
TAS2R30,P59541
UBE3A,Q05086
IL17RA,Q96F46
ZNF326,""
ZFX,""
METTL21EP,""
AGK,Q53H12
ATP5F1A,P25705
CWC22,Q9HCG8
COX6B2,Q6YFQ2
CWC22,""
NDRG1,Q92597
MAP3K13,""
AIF1L,Q9BQI0
AIF1L,""
ZNF326,Q5BKZ1
ELAC2,Q9BQ52
IL4,P05112
GARIN5B,""
HSPB2,Q16082
HSPB2-C11orf52,""
NUDT4,Q9NZJ9
TRIM45,""
C11orf52,""
GARIN5B,Q8N5Q1
